Word	Semilar
biện_hộ	bao_biện
biệt	bặt
biệt_li	chia_li
biệt_li	chia_phôi
biệt_li	li_biệt
biệt_lập	riêng_biệt
biệt_thự	vi_la
biệt_tài	đặc_tài
biệt_tích	bặt_tăm
biệt_tích	biệt_tăm
biệt_tích	mất_tăm
biệt_tăm	bặt_tăm
biệt_tăm	biệt_tích
biệt_tăm	mất_tăm
biệt_đãi	ưu_đãi
bo	boa
bo_bo	khư_khư
bong	tróc
bu	bầm
bu	má
bu	mạ
bu	me
bu	mế
bu	mệ
bu	u
bung	hầm
buôn_bán	bán_buôn
buông	gieo
buông_lỏng	thả_lỏng
buông_trôi	buông_xuôi
buông_tuồng	loang_toàng
buông_tuồng	luông_tuồng
buông_tuồng	tuồng_luông
buông_xuôi	buông_trôi
buông_xõng	buông_thõng
buồn	rầu
buồn	sầu
buồn	mót
buồn	thèm
buồn	thiết
buồn_phiền	muộn_phiền
buồn_phiền	phiền_muộn
buồn_phiền	phiền_não
buồn_rầu	rầu_rĩ
buồn_thiu	buồn_thỉu
buồn_thiu	buồn_xo
buồng	phòng
buồng_lái	ca_bin
buổi	hồi
buổi	lúc
buộc	bắt_buộc
buộc	bắt
buộc	ép
buộc_tội	cáo_buộc
buộc_tội	kết_tội
bài	bài_bác
bài	bài_xích
bài_bác	bài_xích
bài_tiết	bài_xuất
bài_xích	bài_bác
bàn_bạc	bàn_luận
bàn_bạc	bàn_thảo
bàn_bạc	đàm_luận
bàn_bạc	luận_bàn
bàn_bạc	thảo_luận
bàn_cãi	tranh_cãi
bàn_cãi	tranh_luận
bàn_luận	bàn_bạc
bàn_luận	bàn_thảo
bàn_luận	đàm_luận
bàn_luận	luận_bàn
bàn_luận	thảo_luận
bàn_là	bàn_ủi
bàn_lùi	bàn_rùn
bàn_phím	keyboard
bàn_thảo	bàn_luận
bàn_thảo	thảo_luận
bàn_thờ	bàn_độc
bàng_hoàng	sững_sờ
bàng_quan	thờ_ơ
bào_chữa	biện_hộ
bào_chữa	cãi
bào_chữa	bao_biện
bào_mòn	ăn_mòn
bàu_bạu	bầu_bậu
bày_biện	bày_vẽ
bày_tỏ	bộc_bạch
bày_tỏ	giãi_bày
bày_tỏ	thổ_lộ
bày_tỏ	tỏ_bày
bày_vai	bằng_vai
bày_vẽ	bày_biện
bày_vẽ	vẽ_vời
bá	già
bá	khoác
bác	chưng
bác	bác_bỏ
bác_bỏ	chấp_nhận
bác_bỏ	chấp_thuận
bác_ái	nhân_ái
bách_bộ	tản_bộ
bái_phục	khâm_phục
bái_phục	thán_phục
bán	mua
bán_buôn	bán_sỉ
bán_chạy	ăn_khách
bán_lẻ	bán_sỉ
bán_nguyên_âm	bán_phụ_âm
bán_tháo	bán_tống
bán_trả_góp	bán_trả_dần
bán_tống	bán_tháo
bán_đấu_giá	đấu_giá
báng	búng_báng
báng	bá
bánh_mật	da_bánh_mật
báo_cáo	bẩm
báo_cáo	thưa
báo_oán	báo_thù
báo_oán	phục_thù
báo_oán	trả_thù
báo_tang	cáo_phó
báo_thù	phục_thù
báo_thù	trả_thù
báo_yên	báo_an
báo_đáp	báo_bổ
báo_đáp	báo_đền
báo_ơn	báo_ân
báo_ơn	báo_bổ
báo_ơn	báo_đáp
bát	chén
bát_ngát	bao_la
bát_ngát	mênh_mông
bát_ngát	mông_mênh
báu_vật	bảo_bối
báu_vật	bảo_vật
bâu	bu
bây_giờ	bây_chừ
bãi_bỏ	huỷ_bỏ
bãi_nhiệm	bổ_dụng
bãi_nhiệm	bổ_nhiệm
bão_táp	bão_tố
bè	cánh
bè	phái
bè	phe
bè_cánh	bè_đảng
bè_cánh	bè_phái
bè_cánh	phe_cánh
bè_cánh	vây_cánh
bè_lũ	phe_lũ
bè_phái	bè_cánh
bè_phái	bè_đảng
bè_đảng	bè_cánh
bè_đảng	bè_phái
bè_đảng	phe_đảng
bèo_bọt	bọt_bèo
bèo_nhèo	bầy_nhầy
bèo_nhèo	lèo_nhèo
bé	nhỏ
bé_nhỏ	nhỏ_bé
bén_mảng	léo_hánh
béng	phắt
béng	phéng
béng	trớt
béo	mập
béo_múp	béo_núc
béo_múp	béo_nung_núc
béo_múp	nung_núc
béo_núc	béo_múp
béo_núc	béo_nung_núc
béo_núc	nung_núc
béo_núc	nùng_nục
bét	be_bét
bê	me
bê	bưng
bê	bệ
bê_bết	be_bét
bê_bết	bí_bét
bê_bết	bê_tha
bê_tha	bê_bết
bê_tha	bệ_rạc
bê_trễ	bê_trệ
bê_trễ	trì_trệ
bên	đằng
bêu_riếu	bêu_nhuốc
bêu_xấu	dê_diếu
bình	bình_phẩm
bình_chọn	bầu_chọn
bình_chọn	bình_xét
bình_dị	dung_dị
bình_minh	rạng_đông
bình_phẩm	bình
bình_phẩm	phẩm_bình
bình_phục	hồi_phục
bình_phục	phục_hồi
bình_quân	đổ_đồng
bình_sinh	sinh_bình
bình_thường	thông_thường
bình_thường	thường_nhật
bình_thản	thản_nhiên
bình_xét	bình_chọn
bình_yên	bình_an
bình_yên	thanh_bình
bình_yên	yên_lành
bình_yên	yên_ổn
bình_đẳng	đồng_đẳng
bí_bét	bê_bết
bí_danh	mật_danh
bí_hiểm	bí_ẩn
bí_hiểm	bí_mật
bí_mật	bí_ẩn
bí_mật	bí_hiểm
bí_thư	bí_thơ
bí_ẩn	bí_hiểm
bí_ẩn	bí_mật
bít	bịt
bít_tất	tất
bít_tất	vớ
bò	bơ
bòn	mót
bó_gối	bó_giò
bó_tay	khoanh_tay
bóc	lột
bóc_trần	lột_trần
bóc_trần	phanh_phui
bóc_trần	vạch_trần
bói_đâu_ra	bói_không_ra
bóng	banh
bóng	thông_phong
bóng_dáng	bóng_vía
bóng_gió	xa_xôi
bóng_loáng	bóng_lộn
bóng_loáng	bóng_nhoáng
bóng_lộn	bóng_loáng
bóng_lộn	bóng_nhoáng
bóng_mát	bóng_râm
bóng_râm	bóng_mát
bóng_vía	vía
bóng_đá	túc_cầu
bóp_bụng	bóp_miệng
bóp_bụng	bóp_mồm
bóp_bụng	bóp_mồm_bóp_miệng
bóp_cổ	bóp_hầu_bóp_cổ
bóp_cổ	bóp_hầu_bóp_họng
bóp_cổ	bóp_họng
bóp_miệng	bóp_bụng
bóp_miệng	bóp_mồm
bóp_miệng	bóp_mồm_bóp_miệng
bóp_trán	bóp_óc
bô_lão	cố_lão
bôi_đen	tô_hồng
bông	đoá
bông_lơn	ba_lơn
bông_lơn	bỡn_cợt
bõ_bèn	ăn_nhằm
bõ_bèn	ăn_thua
bõ_bèn	nhằm_nhò
bõ_bèn	thấm_tháp
bù	bù_xù
bù	rối
bù	xù
bù_nhìn	bồ_nhìn
bù_xù	bờm_xờm
bù_xù	lờm_xờm
bù_xù	lù_xù
bùi_ngùi	ngậm_ngùi
bùi_ngùi	ngùi_ngùi
bùng	tếch
bùng_binh	bồn_binh
búi	bối
bút_chiến	luận_chiến
bút_danh	bút_hiệu
bút_hiệu	bút_danh
bút_pháp	văn_pháp
băm	vằm
băng	băng_nhóm
băng	dải
băng	vượt
băng_chuyền	băng_tải
băng_dính	băng_keo
băng_hà	thăng_hà
băng_nhóm	băng
băng_nhóm	băng_đảng
băng_video	băng_hình
bơ	bò
bơ	lơ
bơ	lờ
bơ	phớt
bơ	phớt_lờ
bơ_phờ	phờ_phạc
bơ_vơ	lẻ_loi
bơ_vơ	trơ_trọi
bơm	thổi_phồng
bưng	bê
bưng_bít	che_đậy
bươm	bướp
bươm	mướp
bươm	tươm
bươm	tướp
bướng_bỉnh	ngang_bướng
bạc	bợt
bạc	lợt
bạc	nhợt
bạc	tệ
bạc_bẽo	bội_bạc
bạc_bẽo	tệ_bạc
bạc_màu	màu_mỡ
bạc_nhạc	bạng_nhạng
bạc_đãi	ngược_đãi
bại	thua
bại	liệt
bại_liệt	bại
bại_liệt	liệt
bại_lộ	lộ
bại_lộ	vỡ_lở
bại_vong	diệt_vong
bại_vong	tiêu_vong
bạn_bè	bạn_bầy
bạn_bè	bạn_hữu
bạn_bè	bằng_hữu
bạn_bè	bầu_bạn
bạn_bè	bè_bạn
bạn_hữu	bằng_hữu
bạn_trăm_năm	bạn_đời
bạn_đời	bạn_trăm_năm
bạo	nhát
bạo_dạn	dạn_dĩ
bạo_dạn	mạnh_bạo
bạo_dạn	mạnh_dạn
bạo_gan	bạo_phổi
bạo_gan	to_gan
bạo_mồm	bạo_miệng
bạo_phổi	bạo_gan
bạo_phổi	to_gan
bạo_động	đảo_chính
bạt_mạng	bạt_tử
bạt_mạng	bất_tử
bạt_mạng	văng_mạng
bạt_mạng	vong_mạng
bạt_ngàn	ngút_ngàn
bạt_tai	tát_tai
bạt_vía	bạt_vía_kinh_hồn
bạt_vía	hết_hồn
bạt_vía	hết_vía
bạt_vía	khiếp_vía
bản_gốc	bản_chính
bản_làng	bản_mường
bản_lĩnh	bản_lãnh
bản_mạch	bo_mạch
bản_mạch_chủ	bo_mạch_chủ
bản_tính	bản_chất
bảng_chữ_cái	alphabet
bảng_cửu_chương	cửu_chương
bảnh	điển
bảo	biểu
bảo_ban	dạy_bảo
bảo_ban	dạy_dỗ
bảo_ban	khuyên_bảo
bảo_bối	bảo_vật
bảo_bối	báu_vật
bảo_bối	bửu_bối
bảo_lãnh	bảo_lĩnh
bảo_mạng	bảo_mệnh
bảo_thủ	thủ_cựu
bảo_tàng	bảo_tồn
bảo_tồn	bảo_tàng
bảo_đảm	đảm_bảo
bấm	bấm_đốt
bấm_ra_sữa	búng_ra_sữa
bấp_bênh	cập_kênh
bất_cứ	bất_kể
bất_cứ	bất_kì
bất_cứ	bất_luận
bất_cứ	vô_luận
bất_diệt	bất_tử
bất_giác	bất_đồ
bất_hiếu	có_hiếu
bất_hạnh	xấu_số
bất_hợp_pháp	phạm_pháp
bất_hợp_pháp	phi_pháp
bất_kham	thuần
bất_khuất	quật_cường
bất_kì	bất_cứ
bất_kì	bất_kể
bất_kì	bất_luận
bất_kì	vô_luận
bất_kể	bất_cứ
bất_kể	bất_kì
bất_kể	bất_luận
bất_kể	vô_luận
bất_luận	bất_cứ
bất_luận	bất_kể
bất_luận	bất_kì
bất_luận	vô_luận
bất_lương	vô_lương
bất_lợi	thuận_lợi
bất_minh	ám_muội
bất_minh	đen_tối
bất_minh	khuất_tất
bất_minh	mờ_ám
bất_nghĩa	bất_nghì
bất_nghĩa	bội_bạc
bất_nghĩa	vô_nghĩa
bất_ngờ	bất_thần
bất_nhân	có_nhân
bất_nhân	nhân_ái
bất_nhã	khiếm_nhã
bất_thành_văn	thành_văn
bất_thường	thất_thường
bất_thần	bất_ngờ
bất_tài	vô_tài
bất_tất	hà_tất
bất_tận	vô_tận
bất_tỉnh	bất_tỉnh_nhân_sự
bất_tỉnh	ngất
bất_tỉnh	ngất_xỉu
bất_tử	bất_diệt
bất_đắc_dĩ	cùng_bất_đắc_dĩ
bất_đắc_dĩ	cực_chẳng_đã
bất_đắc_dĩ	vạn_bất_đắc_dĩ
bất_đồ	bất_giác
bất_đồng	dị_đồng
bấu	cấu
bấu	véo
bấu_véo	cấu_véo
bấu_víu	bám_bíu
bấu_víu	bám_víu
bấy_giờ	bấy_chừ
bấy_lâu	lâu_nay
bấy_nay	bấy_lâu
bầm	bu
bầm	má
bầm	mạ
bầm	me
bầm	mế
bầm	mệ
bầm	u
bần_bật	lập_cập
bần_thần	lần_thần
bần_tiện	bủn_xỉn
bần_tiện	keo_kiệt
bầu_bạn	bạn_bè
bầu_bạn	bạn_hữu
bầu_bạn	bè_bạn
bầu_chọn	bình_chọn
bầu_cử	bảo_cử
bầu_cử	tuyển_cử
bầy	đàn
bầy	lũ
bầy	bọn
bầy_nhầy	bèo_nhèo
bầy_nhầy	lèo_nhèo
bẩm_chất	tư_chất
bẩm_tính	thiên_tính
bẩn	nhớp
bẩn	dơ
bẩn_thỉu	dơ_dáy
bẫm	bở
bẫy	cạm
bậm	mập
bận	rảnh
bận	rảnh_rang
bận	rảnh_rỗi
bận	rỗi
bận	rỗi_rãi
bận_bịu	rảnh_rang
bận_bịu	rảnh_rỗi
bận_bịu	rỗi_rãi
bận_bịu	thanh_nhàn
bận_bịu	thư_nhàn
bận_lòng	bận_tâm
bận_lòng	nhọc_lòng
bận_rộn	thanh_nhàn
bận_rộn	thư_nhàn
bận_tâm	bận_lòng
bận_tâm	nhọc_lòng
bập	sa
bập_bõm	lõm_bõm
bập_bõm	lỗ_mỗ
bập_bềnh	bập_bồng
bập_bềnh	bềnh_bồng
bập_bềnh	bồng_bềnh
bập_bềnh	dập_dềnh
bật	mở
bắn	văng
bắng_nhắng	bặng_nhặng
bắng_nhắng	nhắng_nhít
bắp_chân	bắp_chuối
bắp_thịt	bắp_cơ
bắt	buộc
bắt	ép
bắt_bí	bắt_chẹt
bắt_bí	bóp_chẹt
bắt_bẻ	hạch_sách
bắt_bẻ	hoạnh_hoẹ
bắt_mạch	xem_mạch
bắt_nạt	ăn_hiếp
bắt_nạt	nạt
bắt_nợ	xiết_nợ
bắt_thăm	bốc_thăm
bắt_thăm	gắp_thăm
bắt_vạ	ngả_vạ
bắt_vạ	phạt_vạ
bắt_đầu	kết_thúc
bắt_đền	bắt_thường
bằng	văn_bằng
bằng	phẳng
bằng	kì
bằng_chứng	bằng_cớ
bằng_chứng	chứng_cớ
bằng_chứng	chứng_cứ
bằng_cớ	bằng_chứng
bằng_cớ	bằng_cứ
bằng_cớ	chứng_cớ
bằng_cớ	chứng_cứ
bằng_hữu	bạn_hữu
bằng_lòng	hài_lòng
bằng_lòng	ưng
bằng_lòng	ưng_ý
bằng_lòng	chấp_nhận
bằng_lòng	chấp_thuận
bằng_phẳng	bình_lặng
bằng_phẳng	phẳng_lặng
bằng_vai	bày_vai
bẳn	cáu
bẳn	gắt
bẳn_gắt	cáu_bẳn
bẳn_gắt	cáu_gắt
bặm	bậm
bặm	mắm
bặm	mím
bặt	biệt
bặt_thiệp	bạt_thiệp
bẹ	bập
bẹt	dẹp
bẹt	dẹt
bẻm_mép	bẻo_lẻo
bẻm_mép	lém
bẻm_mép	lém_lỉnh
bẻo_lẻo	bẻm_mép
bẻo_lẻo	lém_lỉnh
bẽ	ê
bẽ	tẽn
bẽ_mặt	ê_mặt
bẽ_mặt	ngượng_mặt
bẽn_lẽn	xẻn_lẻn
bế	ẵm
bế	bồng
bế_giảng	khai_giảng
bế_mạc	khai_mạc
bếp_núc	bếp_nước
bết	bệt
bề	chiều
bề_bộn	bộn_bề
bề_tôi	bầy_tôi
bền_bỉ	dai_sức
bền_bỉ	dẻo_dai
bền_chí	kiên_trì
bền_vững	vững_bền
bềnh_bệch	bệch_bạc
bể_dâu	bãi_bể_nương_dâu
bể_dâu	dâu_bể
bể_dâu	tang_hải
bể_dâu	tang_thương
bể_dâu	thương_hải_tang_điền
bệ_hạ	chúa_thượng
bệ_hạ	hoàng_thượng
bệ_hạ	thánh_thượng
bệ_vệ	đường_bệ
bệ_vệ	oai_vệ
bệch_bạc	bềnh_bệch
bệnh	bịnh
bệnh_tật	bệnh_hoạn
bệnh_tật	tật_bệnh
bệt	trệt
bệt	xệp
bị_sị	bì_sị
bị_động	thụ_động
bịa	khịa
bịa	phịa
bịa_đặt	bày_đặt
bịa_đặt	dựng_đứng
bịa_đặt	đặt_để
bịn_rịn	lưu_luyến
bịn_rịn	quyến_luyến
bịt	bít
bịt_bùng	bít_bùng
bọ	hua
bọ_gậy	cung_quăng
bọc	đùm
bọn	bầy
bọn	đàn
bọn	lũ
bỏ	vứt
bỏ_bê	bỏ_bễ
bỏ_mạng	bỏ_đời
bỏ_mạng	bỏ_thây
bỏ_mạng	bỏ_xác
bỏ_mạng	thiệt_mạng
bỏ_mẹ	bỏ_bà
bỏ_mẹ	bỏ_bố
bỏ_mẹ	bỏ_cha
bỏ_mẹ	bỏ_đời
bỏ_mẹ	chết_cha
bỏ_mẹ	bỏ_xừ
bỏ_phiếu	bỏ_thăm
bỏ_qua	cho_qua
bỏ_quá	thứ_lỗi
bỏ_thầu	chào_thầu
bỏ_xác	bỏ_đời
bỏ_xác	bỏ_mạng
bỏ_xác	bỏ_thây
bỏng	phỏng
bố	ba
bố	tía
bố	cha
bố	cha_nội
bố	càn
bố_cáo	bá_cáo
bố_láo	bố_lếu
bố_láo	láo_xược
bố_thí	thí
bốc	cắt
bốc	cân
bốc	hốt
bốc_dỡ	xếp_dỡ
bốn_biển	bốn_bể
bốp_chát	đốp_chát
bốt	bóp
bốt	bót
bồ_bịch	nhân_ngãi
bồ_bịch	nhân_tình
bồ_bịch	tình_nhân
bồ_bịch	bắt_bồ
bồ_bịch	bắt_nhân_tình
bồ_bịch	ngoại_tình
bồ_hóng	mồ_hóng
bồ_kết	bồ_kếp
bồi_bổ	bổ_dưỡng
bồi_bổ	bồi_dưỡng
bồi_hoàn	bồi_thường
bồi_hoàn	đền_bù
bồi_hoàn	truy_hoàn
bồi_hồi	bổi_hổi
bồi_thường	bồi_hoàn
bồi_thường	đền_bù
bồn_chồn	phấp_phỏng
bồn_chồn	thắc_thỏm
bồn_chồn	thấp_thỏm
bồng_bế	bế_bồng
bồng_bềnh	bập_bềnh
bồng_bềnh	bập_bồng
bồng_bềnh	bềnh_bồng
bồng_bềnh	dập_dềnh
bồng_bột	xốc_nổi
bổ	bửa
bổ	xẻ
bổ_dưỡng	bồi_bổ
bổ_dưỡng	bồi_dưỡng
bổ_dụng	bổ_nhậm
bổ_dụng	bổ_nhiệm
bổ_ngữ	tân_ngữ
bổ_nhiệm	bổ_dụng
bổ_nhiệm	bổ_nhậm
bổ_nhào	bổ_nháo
bổ_nháo	bổ_nhào
bổ_trợ	phù_trợ
bổ_trợ	phụ_trợ
bổ_ích	hữu_ích
bổn_phận	nghĩa_vụ
bổng	trầm
bổng	la
bỗng	bỗng_nhiên
bỗng	chợt
bỗng	đột
bỗng	đột_nhiên
bỗng	hốt_nhiên
bỗng_dưng	không_dưng
bỗng_dưng	tự_dưng
bỗng_nhiên	bỗng
bỗng_nhiên	chợt
bỗng_nhiên	đột_nhiên
bỗng_nhiên	hốt_nhiên
bộ	cỗ
bộ_hạ	thuộc_hạ
bộ_đội	lính
bộc_bạch	bày_tỏ
bộc_bạch	giãi_bày
bộc_lộ	biểu_lộ
bộc_lộ	thổ_lộ
bộc_trực	trực_tính
bộc_tuệch	tuệch_toạc
bội_bạc	bạc_bẽo
bội_bạc	bạc_tình
bội_bạc	bội_nghĩa
bội_chi	bội_thu
bội_nghĩa	bội_ơn
bội_nghĩa	phụ_bạc
bội_thu	thất_bát
bội_thu	bội_chi
bộp_chộp	láu_táu
bộp_chộp	lốp_bốp
bột_phát	bộc_phát
bới	bươi
bớt	thêm
bớt_miệng	bớt_mồm_bớt_miệng
bớt_xén	ăn_bớt
bớt_xén	bớt_xớ
bớt_xén	xà_xẻo
bờ_bến	bến_bờ
bờ_bụi	bụi_bờ
bờ_cõi	biên_giới
bờ_cõi	cõi_bờ
bờ_cõi	cương_vực
bờm_xờm	bù_xù
bờm_xờm	chờm_bờm
bờm_xờm	lờm_xờm
bờm_xờm	lù_xù
bở	dai
bởi	bởi_vì
bởi	do
bởi	vì
bởi_vì	bởi
bởi_vì	bởi_chưng
bởi_vì	do
bởi_vì	vì
bởi_vì	vì_chưng
bỡn	giỡn
bỡn_cợt	bông_lơn
bỡn_cợt	đùa_bỡn
bỡn_cợt	đùa_cợt
bợ_đỡ	nịnh_bợ
bợn	gợn
bợp	bớp
bợt	bạc
bợt	lợt
bợt	nhợt
bụ	mẫm
bụ	mập
bụi_trần	bụi_hồng
bụng	dạ
bụng	lòng
bụng_dạ	lòng_dạ
bủa	bổ
bủa_vây	bao_vây
bủa_vây	phong_bế
bủa_vây	phong_toả
bủa_vây	vây_bủa
bủn_rủn	bủn_nhủn
bủn_xỉn	bần_tiện
bủn_xỉn	keo_kiệt
bức	tấm
bức	buộc
bức	ép
bức_hiếp	hiếp_bức
bức_hiếp	ức_hiếp
bức_thiết	cấp_thiết
bứng	bấng
bứt	rứt
bứt	vặt
bừa	bừa_bãi
bừa	đại
bừa	phứa
bừa_bãi	lộn_xộn
bừa_bãi	lung_tung
bừa_phứa	phứa_phựa
bừa_phứa	văng_tê
bừng	phừng
bừng_bừng	phừng_phừng
bự	bé
bự	nhỏ
bực_bội	bực_bõ
ca_cẩm	ca_kiết
ca_cẩm	ca_thán
ca_cẩm	ta_thán
ca_hát	ca_xướng
ca_hát	hát_xướng
ca_hát	xướng_ca
ca_ngợi	ca_tụng
ca_ngợi	ngợi_ca
ca_ri	cà_ri
ca_tụng	ca_ngợi
ca_tụng	ngợi_ca
ca_tụng	tụng_ca
ca_vát	cà_vạt
cam_tâm	cam_lòng
cam_tâm	đang_tâm
cam_đoan	đoan
can	gàn
can_dự	liên_can
can_dự	nhúng_tay
can_hệ	liên_can
can_hệ	liên_quan
can_trường	can_tràng
can_đảm	dũng_cảm
can_đảm	gan_dạ
canh	gác
canh	cô
canh_giữ	canh_phòng
canh_phòng	canh_giữ
cao	thấp
cao_kều	lùn_tè
cao_kều	lùn_tịt
cao_lêu_nghêu	cao_nhòng
cao_nghệu	cao_nghều
cao_ngạo	khiêm_tốn
cao_nhã	tao_nhã
cao_quý	thấp_hèn
cao_sang	thấp_hèn
cao_thế	cao_áp
cao_trào	thoái_trào
cao_tuổi	cao_niên
cau	chau
cau_có	quạu_quọ
cay_nghiệt	ác_nghiệt
cay_đắng	đắng_cay
cha	ba
cha	bọ
cha	bố
cha	phụ_thân
cha	thân_phụ
cha	thầy
cha	tía
cha	cha_nội
cha_mẹ	ba_má
cha_mẹ	bác_mẹ
cha_mẹ	bố_mẹ
cha_nội	cha
cha_nội	bố
chao	ôi_chao
chao_đảo	ngả_nghiêng
chao_đảo	nghiêng_ngả
chao_đảo	tròng_trành
chao_đảo	dao_động
chao_đảo	lung_lay
chao_đảo	nao_núng
chau	cau
che	đậy
che	lấp
che	phủ
che_chắn	che_đậy
che_chở	chở_che
che_giấu	giấu
che_giấu	giấu_giếm
che_đậy	che_chắn
chen	chêm
cheo_leo	chênh_vênh
chi	thu
chi_chít	chíu_chít
chi_dùng	chi_dụng
chi_dùng	chi_tiêu
chi_dùng	tiêu_pha
chi_phí	phí
chi_phí	phí_tổn
chi_tiêu	chi_dùng
chi_tiêu	tiêu_pha
chi_tiêu	tiêu_xài
chi_tiết	sơ_lược
chi_viện	tăng_viện
chia	phân
chia_cắt	chia_xẻ
chia_li	biệt_li
chia_li	chia_phôi
chia_li	phân_li
chia_rẽ	đoàn_kết
chia_sẻ	chia_sớt
chia_sẻ	san_sẻ
chia_sẻ	san_sớt
chia_tay	tạm_biệt
chia_tay	từ_biệt
chia_xẻ	chia_cắt
chinh_chiến	chiến_chinh
chiêm	trái_mùa
chiêm_bao	mê
chiêm_bao	mộng
chiêm_bao	mộng_mị
chiêm_bao	mơ
chiêm_bao	nằm_mê
chiêm_bao	nằm_mộng
chiêm_bao	nằm_mơ
chiếm	đoạt
chiếm	choán
chiếm_đoạt	cướp_đoạt
chiếm_đóng	đóng_chiếm
chiến_bại	bại_trận
chiến_công	chiến_tích
chiến_hào	hào_chiến_đấu
chiến_sĩ	đội_viên
chiến_thắng	thắng_lợi
chiến_tranh	hoà_bình
chiến_trường	chiến_trận
chiến_trường	mặt_trận
chiến_tuyến	trận_tuyến
chiến_tích	chiến_công
chiến_đấu	chống_chọi
chiến_đấu	đấu_tranh
chiến_đấu	đương_đầu
chiếu	rọi
chiếu	chiếu_tướng
chiếu	chiểu
chiếu_lệ	làm_phép
chiếu_lệ	lấy_lệ
chiếu_phim	chiếu_bóng
chiếu_phim	chớp_bóng
chiều	bề
chiều_hôm	chiều_tà
chiều_tà	chiều_hôm
cho	biếu
cho	tặng
cho_nên	nên
cho_nên	thành_ra
cho_nên	thành_thử
cho_qua	bỏ_qua
cho_xong	cho_rồi
choang_choang	oang_oang
chon_von	chót_vót
choài	nhoài
choàng	quàng
choán	chiếm
choãi	chạng
choãi	choạng
choãi	doạng
choãi	giạng
choảng	nện
choắt	quắt
chu_cha	chui_cha
chu_toàn	chu_tuyền
chu_toàn	vẹn_toàn
chua	chú
chua_cay	cay_chua
chua_cay	sâu_cay
chua_loét	chua_lè
chua_loét	chua_lét
chua_loét	chua_ngoét
chua_ngoa	ngoa_ngoắt
chua_xót	đau_xót
chui	chun
chui_luồn	luồn_cúi
chui_luồn	quỵ_luỵ
chui_lủi	chui_nhủi
chui_lủi	chui_rúc
chui_lủi	lẻn_lút
chui_rúc	chui_lủi
chui_rúc	chui_nhủi
chun	thun
chung_chạ	chung_đụng
chung_cuộc	chung_cục
chung_cuộc	rốt_cục
chung_cuộc	rút_cuộc
chung_cư	cư_xá
chung_cư	khu_tập_thể
